P_NAME,P_STATUS,P_MASS,P_RADIUS,P_YEAR,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ANGULAR_DISTANCE,P_DETECTION,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_AGE,S_TEMPERATURE,S_LOG_G,S_ALT_NAMES,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
HATS-22 b,3.0,870.84873,10.68313,2017,4.7228124,0.05025,242,Transit,HATS-22,174.00972,-29.543312,13455,207.9,0.0,0.76,0.69,,4803.0,4.64,",",0.050406805,0.04628025,0.05421975,0.050289289,90.182964,784.18126,Jovian,K,11.600649,11 36 02.3350,-29 32 35.9232,1.2864187,0.34675532,0.42100668,0,0,Hot,0,0.09348354,Hydra,Hya,Water Snake
HATS-23 b,3.0,467.20716,20.8506,2017,2.1605156,0.03397,0.0455,Transit,HATS-23,286.3667,-50.067352,13901,747.0,0.28,1.12,1.2,4.2,5780.0,4.33,",",0.034190737,0.03009742,0.03784258,0.034025426,1256.0645,1512982,Jovian,G,19.091114,19 05 28.0113,-50 04 02.4672,3.2400001,2.1140497,0.47188814,0,0,Hot,0,0.045500922,Telescopium,Tel,Telescope
HATS-24 b,3.0,718.29129,15.63795,2017,1.3484978,0.0238,0.0467,Transit,HATS-24,268.89069,-61.747311,12.83,510.0,-229,1.07,1.12,3.7,6125.0,4.37,",",0.0238,0.0238,0.0238,0.023800001,2792.5127,1852.0116,Jovian,F,17.926047,17 55 33.7680,-61 44 50.3196,3.3957703,3.7662962,0.45504364,0,0,Hot,0,0.058563842,Pavo,Pav,Peacock
HATS-25 b,3.0,194.82857,14.1246,2016,4.2986432,0.05163,111,Transit,HATS-25,207.90778,-23.781174,13097,466.0,0.02,0.99,1.11,7.5,5715.0,4.35,",",0.052429645,0.04254312,0.06071688,0.051831975,448.77435,1165.7245,Jovian,G,13.860519,13 51 37.8691,-23 46 52.2264,2.9299725,1.8144984,0.49882336,0,0,Hot,0,0.066152413,Hydra,Hya,Water Snake
HATS-26 b,3.0,206.58820,19.6175,2016,3.3023881,0.04735,0.0522,Transit,HATS-26,144.92686,-28.58559,12955,907.0,-0.02,1.3,2.04,4.04,6071.0,3.94,",",0.048771092,0.03574925,0.05895075,0.047712479,2330.1925,1749.7516,Jovian,F,9.6617914,09 39 42.4489,-28 35 08.1240,6.0765731,3.6627783,0.49272302,0,0,Hot,0,0.047717259,Antlia,Ant,Air Pump
HATS-27 b,3.0,168.44884,16815,2016,4.637038,0.0611,0.0727,Transit,HATS-27,193.55256,-46.587715,12766,840.0,0.09,1.42,1.74,2.3,6438.0,4.11,",",0.071412489,0.0256009,0.0965991,0.064020172,1533.6832,1479.3954,Jovian,F,12.903505,12 54 12.6168,-46 35 15.7740,5.8285334,7.0862682,0.46196484,0,0,Hot,0,0.055153779,Centaurus,Cen,Centaur
HATS-28 b,3.0,213.58042,13.38474,2016,3.1810781,0.04131,0.0793,Transit,HATS-28,284.39968,-49.13847,13934,521.0,0.01,0.93,0.92,6.2,5498.0,4.48,",",0.042152807,0.03296538,0.04965462,0.041523583,414.59034,1140.6918,Jovian,G,18.95998,18 57 35.9280,-49 08 18.4920,2.2475295,1.2240474,0.47327958,0,0,Hot,0,0.06950098,Telescopium,Tel,Telescope
HATS-29 b,3.0,207.54169,14.02371,2016,4.6058749,0.05475,156,Transit,HATS-29,285.09642,-54.893192,12612,351.0,0.16,1.03,1.07,5.5,5670.0,4.39,",",0.05543339,0.0460995,0.0634005,0.054922268,358.18704,1103.1074,Jovian,G,19.006429,19 00 23.1453,-54 53 35.4912,2.7800845,1.7018265,0.47998872,0,0,Hot,0,0.067162776,Telescopium,Tel,Telescope
HATS-3 b,3.0,340.39379,15.48101,2013,3.547851,0.0485,107,Transit,HATS-3,312.45744,-24.428793,12.44,453.0,-157,1.21,1.4,3.2,6351.0,4.22,",",0.0485,0.0485,0.0485,0.048500001,1214.59,1504.0156,Jovian,F,20.830497,20 49 49.7895,-24 25 43.6548,4.5637343,5.7854569,0.46274843,0,0,Hot,0,0.059591911,Capricornus,Cap,Sea Goat
HATS-30 b,3.0,224.38657,13.17175,2016,3.1743516,0.04354,128,Transit,HATS-30,5.618693,-59.942551,12192,339.0,0.06,1.09,1.06,2.3,5943.0,4.42,",",0.043740632,0.03936016,0.04771984,0.043590311,665.51363,1291.7568,Jovian,G,0.37457955,00 22 28.4864,-59 56 33.1836,3.0256969,2.7720554,0.42298176,0,0,Hot,0,0.069496801,Tucana,Tuc,Toucan
HATS-31 b,3.0,279.68864,18.3844,2016,3.37796,0.0478,0.0548,Transit,HATS-31,191.70279,-24.427364,13105,872.0,0.0,1.27,1.87,4.3,6050.0,4.0,",",0.049097507,0.0366626,0.0589374,0.048130309,1889.1148,1662.2025,Jovian,F,12.780187,12 46 48.6718,-24 25 38.5104,5.5317233,3.5055993,0.49401199,0,0,Hot,0,0.050742785,Hydra,Hya,Water Snake
HATS-32 b,3.0,292.40176,14.00129,2016,2.8126548,0.04024,48,Transit,HATS-32,346.07507,-21.271938,14384,839.0,0.39,1.1,1.1,3.5,5700.0,4.4,",",0.044703441,0.02128696,0.05919304,0.041446813,801.1675,1294.3231,Jovian,G,23.071673,23 04 18.0219,-21 16 18.9768,2.8883545,1.8315438,0.45502341,0,0,Hot,0,0.065615001,Aquarius,Aqr,Water Carrier
HATS-33 b,3.0,378.85098,13.7883,2016,2.5495551,0.03727,146,Transit,HATS-33,294.63364,-55.330105,11911,255.0,0.29,1.06,1.02,3.0,5659.0,4.45,",",0.037389264,0.0342884,0.0402516,0.037299883,690.43562,1304377,Jovian,G,19.642243,19 38 32.0763,-55 19 48.3780,2.6399011,1.6860257,0.4380399,0,0,Hot,0,0.066718275,Telescopium,Tel,Telescope
HATS-34 b,3.0,299.07615,16.0303,2016,2.1061607,0.03166,0.0595,Transit,HATS-34,0.774485,-62.469341,13849,532.0,0.25,0.95,0.98,7.7,5380.0,4.43,",",0.031844641,0.02824072,0.03507928,0.03170634,723.42876,1318.3761,Jovian,G,0.051632336,00 03 05.8764,-62 28 09.6276,2.2924439,1.0065527,0.49417544,0,0,Hot,0,0.058351948,Tucana,Tuc,Toucan
HATS-35 b,3.0,388.38582,16.41144,2016,1.8209993,0.03199,0.0574,Transit,HATS-35,296.68826,-63.565609,12.56,557.0,0.21,1.32,1.43,2.13,6300.0,4.24,",",0.033487708,0.02220106,0.04177894,0.032376469,2962396,1845.4866,Jovian,F,19.779219,19 46 45.1868,-63 33 56.1924,4.5869629,5.4560939,0.44512236,0,0,Hot,0,0.056042637,Pavo,Pav,Peacock
HATS-36 b,3.0,,12.92513,2018,4.175186,0.0523,0.0595,Transit,HATS-36,291.4787,-23.202793,14386,878.65,0.15,1.1,1.1,,5950.0,4.4,",",0.0523,0.0523,0.0523,0.052300001,496.75072,1202.7615,Jovian,G,19.431914,19 25 54.8914,-23 12 10.0548,3.1472751,2.8141471,0.47622847,0,0,Hot,0,0.071194939,Sagittarius,Sgr,Archer
HATS-39 b,3.0,200.23164,17.5997,2018,4.5776348,0.06007,0.0777,Transit,HATS-39,112.41929,-29.937889,12746,773.0,0.0,1.38,1.62,2.06,6572.0,4.16,",",0.062341397,0.04355075,0.07658925,0.06065247,1264.3565,1497.0899,Jovian,F,7.4946197,07 29 40.6308,-29 56 16.4004,5.6548126,8.8361071,0.44925791,0,0,Hot,0,0.053071691,Puppis,Pup,Stern
HATS-4 b,3.0,420.48645,11.4342,2014,2.516729,0.0362,0.0862,Transit,HATS-4,94.112075,-22.546885,13459,420.0,0.43,1.0,0.93,2.1,5403.0,4.51,",",0.036203059,0.0357294,0.0366706,0.036200769,503.98078,1207076,Jovian,G,6.2741387,06 16 26.8992,-22 32 48.7860,2.194123,1.0651793,0.40481946,0,0,Hot,0,0.079056788,Canis Major,CMa,Big Dog
HATS-40 b,3.0,505.34652,17.7118,2018,3.2642736,0.04997,0.0349,Transit,HATS-40,100.57125,-29.776806,13377,1431.0,0.01,1.56,2.26,2.07,6460.0,3.92,",",0.05240214,0.03437936,0.06556064,0.050598398,3359.3539,1902.9853,Jovian,F,6.7047504,06 42 17.1015,-29 46 36.5016,7.6222216,7.5935396,0.46837614,0,0,Hot,0,0.052248616,Canis Major,CMa,Big Dog
HATS-41 b,3.0,3082.9316,14.9093,2018,4.193649,0.0583,0.0729,Transit,HATS-41,103.51742,-27.050388,12681,800.0,0.47,1.5,1.71,1.34,6424.0,4.14,",",0.06250926,0.036146,0.080454,0.05940587,1419.1572,1519.1686,Jovian,F,6.9011616,06 54 04.1816,-27 03 01.3968,5.7031562,7.0454095,0.42997122,0,0,Hot,0,0.061500204,Canis Major,CMa,Big Dog
HATS-42 b,3.0,597.51665,15694,2018,2.292102,0.03689,0.0392,Transit,HATS-42,108.45242,-33.437332,13617,942.0,0.22,1.27,1.48,3.26,6060.0,4.2,",",0.037857274,0.02844219,0.04533781,0.03713609,1997.9386,1686252,Jovian,F,7.2301614,07 13 48.5810,-33 26 14.3952,4.3925333,3.5663458,0.47173237,0,0,Hot,0,0.05852623,Puppis,Pup,Stern
HATS-43 b,3.0,82.953109,13.2278,2018,4.3888497,0.04944,145,Transit,HATS-43,80.53817,-30.970833,13593,341.0,0.05,0.84,0.81,8.6,5099.0,4.54,",",0.050179845,0.04088688,0.05799312,0.04962681,165.05932,908.00119,Jovian,K,5.3692116,05 22 09.1618,-30 58 14.9988,1.702014,0.5961597,0.48313408,0,0,Hot,0,0.074074148,Columba,Col,Dove
HATS-44 b,3.0,177.98368,11.96107,2018,2.7439004,0.03649,0.0788,Transit,HATS-44,84.326706,-27.97261,14428,463.0,0.32,0.86,0.85,9.7,5080.0,4.51,",",0.037910209,0.02630929,0.04667071,0.036854471,337.15586,1075.3384,Jovian,K,5.6217807,05 37 18.4105,-27 58 21.3960,1.7727784,0.58155763,0.49680537,0,0,Hot,0,0.077123898,Columba,Col,Dove
HATS-45 b,3.0,222.47960,14.41606,2018,4.1876244,0.05511,0.0674,Transit,HATS-45,101.99429,-21.910694,13307,818.0,0.02,1.27,1.31,1.52,6450.0,4.3,",",0.056697168,0.0418836,0.0683364,0.055514502,902.59232,1381.0494,Jovian,F,6.7996199,06 47 58.6316,-21 54 38.4984,4.4045224,6.9696258,0.41540017,0,0,Hot,0,0.063800363,Canis Major,CMa,Big Dog
HATS-46 b,3.0,54.984245,10.12263,2018,4.7423729,0.05367,0.12,Transit,HATS-46,6.702417,-56.316113,13634,448.0,-0.06,0.92,0.85,3.0,5495.0,4.54,",",0.062055428,0.02366847,0.08367153,0.056019935,247.11081,943.45879,Jovian,G,0.44682782,00 26 48.5802,-56 18 58.0068,2.0742563,1.2133744,0.41783773,0,0,Hot,0,0.089876699,Phoenix,Phe,Phoenix
HATS-5 b,3.0,75.325237,10.22352,2014,4.763387,0.0542,211,Transit,HATS-5,67.222871,-21.481916,12.63,257.0,0.19,0.94,0.87,3.6,5304.0,4.53,",",0.054209783,0.0531702,0.0552298,0.054202447,182.73471,936.63584,Jovian,G,4.481525,04 28 53.4899,-21 28 54.8976,1.9780369,0.88023706,0.43382829,0,0,Hot,0,0.090684947,Eridanus,Eri,River
HATS-50 b,3.0,123.95292,12.6673,2017,3.8297015,0.05046,0.0704,Transit,HATS-50,300.42749,-26.077583,14033,717.0,,1.17,1.12,1.2,5990.0,4.41,",",0.057177639,0.02442264,0.07649736,0.052307866,663.38433,1221.7136,Jovian,G,20.0285,20 01 42.6014,-26 04 39.2988,3.2477288,3.0769651,0.38858288,0,0,Hot,0,0.071901711,Sagittarius,Sgr,Archer
HATS-51 b,3.0,244.09191,15.8061,2017,3.3488702,0.04639,97,Transit,HATS-51,102.8475,-29.058611,12471,478.0,,1.19,1.44,4.74,5758.0,4.2,",",0.048915936,0.0310813,0.0616987,0.047045285,1005.2829,1404.1449,Jovian,G,6.8565006,06 51 23.4022,-29 03 30.9996,3.8584592,2.0771933,0.49132653,0,0,Hot,0,0.058675907,Canis Major,CMa,Big Dog
HATS-52 b,3.0,711.93473,15.49222,2017,1.3666544,0.02498,0.0396,Transit,HATS-52,140.08771,-31.269333,13669,631.0,,1.11,1.05,1.2,6010.0,4.45,",",0.025735845,0.01883492,0.03112508,0.025172828,2130.7651,1710.8826,Jovian,F,9.339181,09 20 21.0517,-31 16 09.5988,3.0651119,3.1291327,0.38182354,0,0,Hot,0,0.059177997,Pyxis,Pyx,Compass
HATS-53 b,3.0,189.10766,15.0214,2017,3.8537768,0.04753,0.0775,Transit,HATS-53,176.62801,-33.860054,13.79,613.0,,0.96,1.1,9.0,5644.0,4.34,",",0.050118009,0.0318451,0.0632149,0.048201388,515.84971,1188.4219,Jovian,G,11.775201,11 46 30.7237,-33 51 36.1944,2.8318796,1.5897453,0.50896627,0,0,Hot,0,0.062398556,Hydra,Hya,Water Snake
HATS-54 b,3.0,241.54928,11.96107,2019,2.5441828,0.03763,0.0489,Transit,HATS-54,200.63488,-44.688805,13913,769.0,396,1.1,1.32,6.6,5702.0,4.24,",",0.037928707,0.03288862,0.04237138,0.03770507,1174.7677,1487.0699,Jovian,G,13.37566,13 22 32.3749,-44 41 19.6980,3.4684581,1.8378478,0.50576223,0,0,Hot,0,0.074852622,Centaurus,Cen,Centaur
HATS-55 b,3.0,292.71959,14.02371,2019,4.2042001,0.05412,0.0868,Transit,HATS-55,114.28341,-32.755421,13.47,623.6,108,1.2,1.13,0.4,6214.0,4.41,",",0.054349036,0.04914096,0.05909904,0.054177427,584.87184,1250.8878,Jovian,F,7.6188947,07 37 08.0208,-32 45 19.5156,3.5263794,4.5595095,0.32630865,0,0,Hot,0,0.066013905,Puppis,Pup,Stern
HATS-56 b,3.0,191.33246,18.92248,2019,4.324799,0.06043,105,Transit,HATS-56,180.16512,-45.799443,11578,577.1,0.19,1.57,2.2,1894,6536.0,3.95,",",0.060440908,0.05928183,0.06157817,0.060432728,2167.4815,1738.2185,Jovian,F,12.011009,12 00 39.6323,-45 47 57.9948,7.5954737,8.6711011,0.46247478,0,0,Hot,0,0.04935392,Centaurus,Cen,Centaur
HATS-57 b,3.0,1000.2047,12.76819,2019,2.350621,0.03493,125,Transit,HATS-57,60.948335,-19.056757,12344,280.0,268,1.03,0.96,2.5,5587.0,4.48,",",0.034943693,0.03395196,0.03590804,0.034933429,659.65816,1290954,Jovian,G,4.0632225,04 03 47.6012,-19 03 24.3252,2.4217911,1.475664,0.42088222,0,0,Hot,0,0.071417493,Eridanus,Eri,River
HATS-58 A b,3.0,327.36284,12.27495,2019,4.2180896,0.05798,118,Transit,HATS-58 A,186.78739,-48.978397,11552,492.0,,1.46,1.43,0.31,7175.0,4.29,",",0.058798214,0.04823936,0.06772064,0.058186476,1465.2402,1567.8192,Jovian,F,12.452493,12 27 08.9752,-48 58 42.2292,5.9496024,25.370442,0.33386385,0,0,Hot,0,0.073001435,Centaurus,Cen,Centaur
HATS-59 b,3.0,256.16937,12.62246,2018,5.416081,0.06112,0.0933,Transit,HATS-59,170325,-22.388167,13951,654.88,0.18,1.04,1.04,4.3,5670.0,4.42,",",0.061628549,0.05323552,0.06900448,0.061247847,270.37393,1029.8439,Jovian,G,11.355001,11 21 18.0021,-22 23 17.4012,2.7021382,1.7073163,0.46218306,0,0,Hot,0,0.074463191,Crater,Crt,Cup
HATS-59 c,3.0,4036.4156,,2018,1422.0,2504,3.82,Radial Velocity,HATS-59,170325,-22.388167,13951,654.88,0.18,1.04,1.04,4.3,5670.0,4.42,",",2.512625,2.296168,2.711832,2.5061615,0.16029501,160.99496,Jovian,G,11.355001,11 21 18.0021,-22 23 17.4012,2.7021382,1.7073163,0.46218306,0,0,Cold,0,0.21076137,Crater,Crt,Cup
HATS-6 b,3.0,101.38713,11.18758,2015,3.3252725,0.03623,244,Transit,HATS-6,88.146797,-19.031656,15.16,148.4,0.2,0.57,0.57,8.1,3724.0,4.68,",",0.03623,0.03623,0.03623,0.036230001,42.652096,651.07348,Jovian,M,5.8764534,05 52 35.2324,-19 01 53.9616,0.638855,0.049353233,0.42033668,0,0,Hot,0,0.1030073,Lepus,Lep,Hare
HATS-60 b,3.0,210.40214,12.92513,2018,3.560829,0.04708,0.0953,Transit,HATS-60,341.36402,-14.991763,12641,494.3,335,1.1,1.46,7.55,5688.0,4.15,",",0.047938763,0.03808772,0.05607228,0.047297309,918.81835,1392.9479,Jovian,G,22.757602,22 45 27.3686,-14 59 30.3468,3.8175095,1.7941712,0.51722585,0,0,Hot,0,0.070206009,Aquarius,Aqr,Water Carrier
HATS-61 b,3.0,1080.6152,13.39595,2018,7.817953,0.07908,114,Transit,HATS-61,61.657782,-25.34971,13233,694.0,247,1.08,1.66,8.9,5542.0,4.03,",",0.079414667,0.07180464,0.08635536,0.079163912,374.01011,1118.5979,Jovian,G,4.110519,04 06 37.8685,-25 20 58.9560,4.1204934,1.3876322,0.52836141,0,0,Hot,0,0.069729325,Eridanus,Eri,River
HATS-62 b,3.0,56.891213,11.82655,2018,3.2768837,0.04163,0.0805,Transit,HATS-62,312.4493,-24.303471,14015,516.8,133,0.9,0.93,9.55,5416.0,4.45,",",0.043478455,0.02922426,0.05403574,0.042106177,403.04213,1121.9262,Jovian,G,20.829955,20 49 47.8371,-24 18 12.4956,2.2046942,1.0516464,0.50308292,0,0,Hot,0,0.077345017,Capricornus,Cap,Sea Goat
HATS-63 b,3.0,305.11488,13.53047,2018,3.0566527,0.04026,0.0634,Transit,HATS-63,67.418554,-28.197287,13892,634.8,81,0.93,1.07,10.3,5627.0,4.35,",",0.040632324,0.03478464,0.04573536,0.040353656,640.42796,1277.1574,Jovian,G,4.4945705,04 29 40.4538,-28 11 50.2332,2.7380773,1.527733,0.51506103,0,0,Hot,0,0.067949774,Eridanus,Eri,River
HATS-64 b,3.0,305.11488,18.82159,2018,4.908897,0.06562,0.0606,Transit,HATS-64,144.28762,-29.800437,12924,1083.0,0.22,1.56,2.11,1861,6554.0,3.98,",",0.066368101,0.05571138,0.07552862,0.065808448,1729081,1635.7763,Jovian,F,9.6191755,09 37 09.0318,-29 48 01.5732,7.3249291,8.9244067,0.46014082,0,0,Hot,0,0.049718486,Antlia,Ant,Air Pump
HATS-65 b,3.0,260.93679,16.82621,2018,3.105161,0.04497,0.0909,Transit,HATS-65,292.9398,-26.740201,12497,495.0,199,1.26,1.31,1.78,6277.0,4.3,",",0.045056432,0.04218186,0.04775814,0.044991637,1182.5794,1492.9283,Jovian,F,19.529321,19 31 45.5554,-26 44 24.7236,4.1714174,5.1640051,0.42535514,0,0,Hot,0,0.055324899,Sagittarius,Sgr,Archer
HATS-66 b,3.0,1694.0233,15.81731,2018,3.1414391,0.04714,0.0307,Transit,HATS-66,101.39482,-33.881703,14095,1538.0,-17,1.41,1.84,2.17,6626.0,4.06,",",0.047236543,0.04412304,0.05015696,0.047164173,2636.5871,1824.1952,Jovian,F,6.7596552,06 45 34.7588,-33 52 54.1308,6.5287311,9.7648299,0.45643033,0,0,Hot,0,0.057987,Puppis,Pup,Stern
HATS-67 b,3.0,460.85060,18.88885,2018,1.6091788,0.03032,0.0309,Transit,HATS-67,180.20883,-46.136424,13653,982.0,332,1.44,1.44,0.51,6594.0,4.28,",",0.030369255,0.02859176,0.03204824,0.030332331,3826993,2002.6007,Jovian,F,12.013922,12 00 50.1205,-46 08 11.1264,5.0602092,9.3075784,0.36108327,0,0,Hot,0,0.049224093,Centaurus,Cen,Centaur
HATS-68 b,3.0,409.99812,13.81072,2018,3.5862202,0.05071,82,Transit,HATS-68,15.005889,-58.904757,12276,618.2,0.21,1.35,1.75,3.02,6147.0,4.08,",",0.05074286,0.04888444,0.05253556,0.050718223,1524.4458,1591.5391,Jovian,F,1.0003927,01 00 01.4135,-58 54 17.1252,5.3440753,4.2264824,0.47533951,0,0,Hot,0,0.065778424,Tucana,Tuc,Toucan
HATS-69 b,3.0,183.38676,10.59345,2018,2.2252577,0.03211,0.0764,Transit,HATS-69,289.29735,-60.891683,13945,420.3,377,0.89,0.88,8.0,5137.0,4.5,",",0.036434591,0.01544491,0.04877509,0.033301059,548.22674,1163.9624,Jovian,K,19.286491,19 17 11.3676,-60 53 30.0588,1.876765,0.6487619,0.48663481,0,0,Hot,0,0.084175795,Pavo,Pav,Peacock
HATS-7 b,3.0,38.139360,6.31123,2015,3.185315,0.04012,156,Transit,HATS-7,208857,-21.207695,13.34,257.0,0.25,0.85,0.81,7.8,4985.0,4.54,",",0.040699734,0.0332996,0.0469404,0.040266332,228.85769,985.49338,Jovian,K,13.9238,13 55 25.6814,-21 12 27.7020,1.6267598,0.49206036,0.47721444,0,0,Hot,0,0.13097739,Virgo,Vir,Virgin
HATS-70 b,3.0,4099.9812,15.51464,2019,1.8882378,0.03632,0.0278,Transit,HATS-70,109.1045,-31.244406,12574,1307.0,41,1.78,1.88,0.81,7930.0,4.17,",",0.036908384,0.0297824,0.0428576,0.036468686,9650.6704,2509.6267,Jovian,A,7.2736337,07 16 25.0814,-31 14 39.8616,9.5545958,99.159913,0.41858051,0,0,Hot,0,0.058712969,Canis Major,CMa,Big Dog
HATS-8 b,3.0,43.860264,9.78633,2015,3.583893,0.04667,0.0563,Transit,HATS-8,294.94175,-25.748318,14.03,829.0,0.21,1.06,1.09,5.1,5679.0,4.39,",",0.049969009,0.02912208,0.06421792,0.047535787,548.5952,1198.6485,Jovian,G,19.662784,19 39 46.0227,-25 44 53.9448,2.8410464,1.7449643,0.47854394,0,0,Hot,0,0.089979155,Sagittarius,Sgr,Archer
HATS-9 b,3.0,,13.85556,2015,1.915291,0.0312,0.0477,Transit,HATS-9,290.8101,-20.166317,13276,654.36,0.38,1.1,1.56,,5599.0,4.1,",",0.0312,0.0312,0.0312,0.031200001,2201.2559,1745.0687,Jovian,G,19.387341,19 23 14.4286,-20 09 58.7412,3.9523339,1.5397826,0.47622847,0,0,Hot,0,0.065374365,Sagittarius,Sgr,Archer
HD 100546 b,3.0,,77349,2014,,53.0,482.0,Imaging,HD 100546,173356,-70.194786,6704,110.02,,2.4,,5,10500.0,,"HD 100546, HIP 56379",53.0,53.0,53.0,53.000001,,,Jovian,B,11.557067,11 33 25.4429,-70 11 41.2296,,9059.8925,0.19805702,0,0,,0,,Musca,Mus,Fly
HD 100655 b,3.0,511.70308,,2011,157.57001,0.68,4.94,Radial Velocity,HD 100655,173.76564,20.441545,6.45,137.72,0.07,2.28,10.06,,4891.0,2.79,"HD 100655, HIP 56508",0.682754,0.6188,0.7412,0.68069036,112.67394,828.77937,Jovian,G,11.584377,11 35 03.7558,+20 26 29.5620,19.449185,0.58173064,0.60719671,0,0,Hot,0,0.075885647,Leo,Leo,Lion
HD 100777 b,3.0,327.36284,,2007,383.70001,1.03,20.8,Radial Velocity,HD 100777,173.96468,-4.755697,8418,49.6,0.25,0.83,1.04,,5533.0,4.32,"HD 100777, HIP 56572",1.096744,0.6592,1.4008,1.0474424,0.91762263,243.01291,Jovian,G,11.597646,11 35 51.5244,-04 45 20.5092,2.5731362,1.2515381,0.43355463,1,1,Warm,0,0.388026,Leo,Leo,Lion
HD 10180 c,3.0,13.221645,,2010,5.75969,0.06412,1.64,Radial Velocity,HD 10180,24.473234,-60.511528,7321,39.0,0.08,1.06,1.11,,5911.0,4.39,"HD 10180, HIP 7599",0.064290848,0.05943924,0.06880076,0.064162791,328.66366,1083.6721,Neptunian,G,1.631549,01 37 53.5765,-60 30 41.5008,3.1343897,2.5994767,0.47038459,0,0,Hot,0,0.18831647,Hydrus,Hyi,Little Water Snake
HD 10180 d,3.0,12.013899,,2010,16357,0.12859,3.3,Radial Velocity,HD 10180,24.473234,-60.511528,7321,39.0,0.08,1.06,1.11,,5911.0,4.39,"HD 10180, HIP 7599",0.12969337,0.11174471,0.14543529,0.12886743,82.209661,764.65925,Neptunian,G,1.631549,01 37 53.5765,-60 30 41.5008,3.1343897,2.5994767,0.47038459,0,0,Hot,0,0.2060965,Hydrus,Hyi,Little Water Snake
HD 10180 e,3.0,25.585154,,2010,49748,0.2699,6.92,Radial Velocity,HD 10180,24.473234,-60.511528,7321,39.0,0.08,1.06,1.11,,5911.0,4.39,"HD 10180, HIP 7599",0.270251,0.2561351,0.2836649,0.26998785,18.524147,528.28395,Neptunian,G,1.631549,01 37 53.5765,-60 30 41.5008,3.1343897,2.5994767,0.47038459,0,0,Hot,0,0.19939673,Hydrus,Hyi,Little Water Snake
HD 10180 f,3.0,22.947182,,2010,122744,0.4929,12.6,Radial Velocity,HD 10180,24.473234,-60.511528,7321,39.0,0.08,1.06,1.11,,5911.0,4.39,"HD 10180, HIP 7599",0.49638998,0.4342449,0.5515551,0.49377663,5.5867316,390.63779,Neptunian,G,1.631549,01 37 53.5765,-60 30 41.5008,3.1343897,2.5994767,0.47038459,0,0,Hot,0,0.31522181,Hydrus,Hyi,Little Water Snake
HD 10180 g,3.0,23.265010,,2010,604.67,1427,36.6,Radial Velocity,HD 10180,24.473234,-60.511528,7321,39.0,0.08,1.06,1.11,,5911.0,4.39,"HD 10180, HIP 7599",1.4763521,1.051699,1.802301,1.4396276,0.68595413,228.7781,Neptunian,G,1.631549,01 37 53.5765,-60 30 41.5008,3.1343897,2.5994767,0.47038459,1,1,Warm,0,0.50472076,Hydrus,Hyi,Little Water Snake
HD 10180 h,3.0,65.663265,,2010,2205.0,3381,86.7,Radial Velocity,HD 10180,24.473234,-60.511528,7321,39.0,0.08,1.06,1.11,,5911.0,4.39,"HD 10180, HIP 7599",3.3962568,3.059805,3.702195,3.3848259,0.11842864,149.20087,Jovian,G,1.631549,01 37 53.5765,-60 30 41.5008,3.1343897,2.5994767,0.47038459,0,0,Cold,0,0.20102448,Hydrus,Hyi,Little Water Snake
HD 101930 b,3.0,79.457001,,2005,70.46,0.3,9.98,Radial Velocity,HD 101930,175.87546,-58.006886,8.21,30.05,0.15,0.57,0.86,,5108.0,4.33,"HD 101930, HIP 57172",0.301815,267,333,0.30045557,5.0430132,380.91411,Jovian,K,11.725031,11 43 30.1121,-58 00 24.7896,1.8134614,0.53203826,0.38250996,0,0,Hot,0,0.24723159,Centaurus,Cen,Centaur
HD 102117 b,3.0,54.030760,,2005,20.8133,0.15,3.79,Radial Velocity,HD 102117,176.21025,-58.703709,7.47,39.62,0.28,1.06,1.23,,5655.0,4.29,"HD 102117, HIP 57291",0.15108,132,168,0.15027129,62.057809,713.12266,Jovian,G,11.747351,11 44 50.4624,-58 42 13.3524,3.1789114,1.6744791,0.47038459,0,0,Hot,0,0.11686108,Centaurus,Cen,Centaur
HD 102195 b,3.0,130.30948,,2006,4.11377,0.05,1.7,Radial Velocity,HD 102195,176.42622,2.821483,8062,29.36,0.04,0.76,0.82,,5301.0,4.49,"HD 102195, HIP 57370",0.05,0.05,0.05,0.050000001,190.28632,946.23019,Jovian,K,11.761749,11 45 42.2960,+02 49 17.3388,1.8622482,0.8158116,0.42100668,0,0,Hot,0,0.068925563,Virgo,Vir,Virgin
HD 102272 b,3.0,1570.0703,,2008,127.58,0.51,1.46,Radial Velocity,HD 102272,176.59807,14.123986,8.69,350.01,-0.41,1.45,10.3,,4790.0,2.58,"HD 102272, HIP 57428",0.5106375,0.4845,0.5355,0.51015958,192.62309,948.67658,Jovian,K,11.773205,11 46 23.5385,+14 07 26.3496,19.099251,0.42057334,0.52216424,0,0,Hot,0,0.075020202,Leo,Leo,Lion
